t,x,y
     91.53000000,             NaN,             NaN
     91.54000000,             NaN,             NaN
     91.55000000,             NaN,             NaN
     91.56000000,             NaN,             NaN
     91.57000000,             NaN,             NaN
     91.58000000,             NaN,             NaN
     91.59000000,             NaN,             NaN
     91.60000000,             NaN,             NaN
     91.61000000,             NaN,             NaN
     91.62000000,             NaN,             NaN
     91.63000000,             NaN,             NaN
     91.64000000,             NaN,             NaN
     91.65000000,             NaN,             NaN
     91.66000000,             NaN,             NaN
     91.67000000,             NaN,             NaN
     91.68000000,             NaN,             NaN
     91.69000000,             NaN,             NaN
     91.70000000,             NaN,             NaN
     91.71000000,             NaN,             NaN
     91.72000000,             NaN,             NaN
     91.73000000,             NaN,             NaN
     91.74000000,             NaN,             NaN
     91.75000000,             NaN,             NaN
     91.76000000,             NaN,             NaN
     91.77000000,             NaN,             NaN
     91.78000000,             NaN,             NaN
     91.79000000,             NaN,             NaN
     91.80000000,             NaN,             NaN
     91.81000000,             NaN,             NaN
     91.82000000,             NaN,             NaN
     91.83000000,             NaN,             NaN
     91.84000000,             NaN,             NaN
     91.85000000,             NaN,             NaN
     91.86000000,             NaN,             NaN
     91.87000000,             NaN,             NaN
     91.88000000,             NaN,             NaN
     91.89000000,             NaN,             NaN
     91.90000000,             NaN,             NaN
     91.91000000,             NaN,             NaN
     91.92000000,             NaN,             NaN
     91.93000000,             NaN,             NaN
     91.94000000,             NaN,             NaN
     91.95000000,             NaN,             NaN
     91.96000000,             NaN,             NaN
     91.97000000,             NaN,             NaN
     91.98000000,             NaN,             NaN
     91.99000000,             NaN,             NaN
     92.00000000,             NaN,             NaN
     92.01000000,             NaN,             NaN
     92.02000000,             NaN,             NaN
     92.03000000,             NaN,             NaN
     92.04000000,             NaN,             NaN
     92.05000000,             NaN,             NaN
     92.06000000,             NaN,             NaN
     92.07000000,             NaN,             NaN
     92.08000000,             NaN,             NaN
     92.09000000,             NaN,             NaN
     92.10000000,             NaN,             NaN
     92.11000000,             NaN,             NaN
     92.12000000,             NaN,             NaN
